"Fecha","Último","Apertura","Máximo","Mínimo","% var."
"02.11.2020","78,6800","78,2140","78,6980","78,1935","0,46%"
"30.10.2020","78,3200","78,2950","78,3410","78,1880","0,04%"
"29.10.2020","78,2900","78,2345","78,3230","78,2115","-0,01%"
"28.10.2020","78,3000","78,3060","78,3520","78,2115","0,00%"
"27.10.2020","78,3000","78,2000","78,3200","78,1370","0,28%"
"26.10.2020","78,0840","78,0600","78,2580","78,0545","-0,05%"
"23.10.2020","78,1200","77,9900","78,1400","77,9850","0,17%"
"22.10.2020","77,9900","77,6700","78,0795","77,6240","0,41%"
"21.10.2020","77,6700","77,6550","77,7660","77,5585","0,21%"
"20.10.2020","77,5070","77,5035","77,7220","77,5010","-0,08%"
"19.10.2020","77,5700","77,4620","77,6150","77,4620","0,26%"
"16.10.2020","77,3680","77,4065","77,5600","77,3930","-0,13%"
"15.10.2020","77,4700","77,4100","77,5100","77,3330","0,09%"
"14.10.2020","77,4000","77,3625","77,4980","77,3275","0,19%"
"13.10.2020","77,2500","77,0005","77,4400","76,9980","0,14%"
"09.10.2020","77,1400","77,0540","77,1555","76,9575","0,04%"
"08.10.2020","77,1100","77,0950","77,1200","76,9980","0,01%"
"07.10.2020","77,1000","77,0850","77,1225","76,9520","0,05%"
"06.10.2020","77,0600","77,0500","77,1200","76,9465","0,16%"
"05.10.2020","76,9400","76,8860","77,0800","76,8695","0,20%"
"02.10.2020","76,7890","76,1770","76,9600","76,1770","0,80%"
"01.10.2020","76,1800","76,1800","76,2605","76,0690","0,01%"
"30.09.2020","76,1700","76,1200","76,1800","76,1150","0,08%"
"29.09.2020","76,1100","75,9865","76,1225","75,9865","0,08%"
"28.09.2020","76,0500","75,7835","76,0625","75,7760","0,48%"
"25.09.2020","75,6870","75,7800","75,8600","75,6445","-0,11%"
"24.09.2020","75,7700","75,6800","75,7800","75,6500","0,28%"
"23.09.2020","75,5580","75,5770","75,7375","75,5680","0,09%"
"22.09.2020","75,4890","75,5230","75,6525","75,5150","-0,03%"
"21.09.2020","75,5100","75,5850","75,6000","75,3070","0,39%"
"18.09.2020","75,2190","75,1825","75,3900","75,1825","-0,12%"
"17.09.2020","75,3100","75,2150","75,3200","75,1800","0,29%"
"16.09.2020","75,0900","75,1175","75,2575","75,1175","-0,05%"
"15.09.2020","75,1300","75,0550","75,2150","75,0475","0,11%"
"14.09.2020","75,0500","75,0100","75,1300","74,9750","0,29%"
"11.09.2020","74,8300","74,7750","74,9135","74,7400","0,20%"
"10.09.2020","74,6800","74,7200","74,8550","74,6650","0,09%"
"09.09.2020","74,6100","74,6380","74,7725","74,6380","-0,03%"
"08.09.2020","74,6300","74,3685","74,7125","74,3685","-0,01%"
"07.09.2020","74,6400","74,6450","74,6450","74,6450","0,30%"
"04.09.2020","74,4200","74,3080","74,4425","74,3005","0,15%"
"03.09.2020","74,3100","74,1785","74,3900","74,1785","0,00%"
"02.09.2020","74,3100","74,3150","74,3225","74,2405","0,09%"
"01.09.2020","74,2400","74,1310","74,2525","74,1310","0,29%"
"31.08.2020","74,0220","73,9350","74,1975","73,9275","0,24%"
"28.08.2020","73,8420","73,8775","74,0100","73,8775","0,08%"
"27.08.2020","73,7850","73,8030","73,9500","73,8030","0,11%"
"26.08.2020","73,7010","73,7460","73,8750","73,7460","0,07%"
"25.08.2020","73,6520","73,6670","73,8200","73,6670","0,11%"
"24.08.2020","73,5740","73,5020","73,7400","73,5020","0,01%"
"21.08.2020","73,5700","73,4720","73,6025","73,4720","0,27%"
"20.08.2020","73,3690","73,3390","73,5400","73,3390","-0,14%"
"19.08.2020","73,4700","73,3365","73,4750","73,3290","0,11%"
"18.08.2020","73,3900","73,1000","73,4100","73,0570","0,40%"
"17.08.2020","73,1000","73,0405","73,1600","73,0275","-0,07%"
"14.08.2020","73,1500","73,1300","73,1550","73,1300","0,27%"
"13.08.2020","72,9550","72,9845","73,1130","72,9795","-0,12%"
"12.08.2020","73,0400","72,9420","73,0535","72,9170","0,27%"
"11.08.2020","72,8440","72,8920","73,0150","72,8890","-0,05%"
"10.08.2020","72,8800","72,6375","72,9650","72,6175","0,16%"
"07.08.2020","72,7600","72,6375","72,7700","72,6310","0,10%"
"06.08.2020","72,6900","72,5660","72,7100","72,5585","0,31%"
"05.08.2020","72,4660","72,4500","72,6305","72,4500","-0,13%"
"04.08.2020","72,5600","72,4900","72,5700","72,4125","0,27%"
"03.08.2020","72,3650","72,2495","72,5275","72,1900","0,08%"
"31.07.2020","72,3100","72,1900","72,3230","72,1900","0,08%"
"30.07.2020","72,2500","72,1300","72,2620","72,1295","0,08%"
"29.07.2020","72,1900","72,0715","72,2030","72,0280","0,08%"
"28.07.2020","72,1300","72,0350","72,1425","71,9675","0,28%"
"27.07.2020","71,9260","71,9850","72,0820","71,9850","0,13%"
"24.07.2020","71,8300","71,7700","71,9090","71,7635","0,20%"
"23.07.2020","71,6860","71,6505","71,8440","71,6485","-0,12%"
"22.07.2020","71,7700","71,7450","71,7800","71,7450","0,08%"
"21.07.2020","71,7100","71,6300","71,7220","71,5630","0,29%"
"20.07.2020","71,5060","71,4245","71,6830","71,4245","0,05%"
"17.07.2020","71,4700","71,3575","71,4800","71,3575","0,28%"
"16.07.2020","71,2670","71,3200","71,4220","71,2535","0,08%"
"15.07.2020","71,2070","71,1700","71,3620","71,1650","-0,02%"
"14.07.2020","71,2200","71,2050","71,3090","71,1340","0,19%"
"13.07.2020","71,0880","70,8750","71,2420","70,8750","0,32%"
"10.07.2020","70,8600","70,8780","70,9310","70,8340","0,10%"
"09.07.2020","70,7880","70,8850","70,9620","70,8390","0,00%"
"08.07.2020","70,7880","70,8650","70,9490","70,7995","-0,12%"
"07.07.2020","70,8700","70,7510","70,8820","70,7140","0,10%"
"06.07.2020","70,8000","70,3915","70,8290","70,3915","0,24%"
"03.07.2020","70,6300","70,6350","70,6500","70,6050","0,09%"
"02.07.2020","70,5700","70,5750","70,5900","70,5450","0,09%"
"01.07.2020","70,5100","70,4600","70,5300","70,4600","0,29%"
"30.06.2020","70,3090","70,3495","70,4700","70,3495","0,07%"
"29.06.2020","70,2590","70,1525","70,4170","70,1250","0,27%"
"26.06.2020","70,0700","70,0920","70,2225","70,0920","-0,11%"
"25.06.2020","70,1500","70,0325","70,1670","69,9950","0,10%"
"24.06.2020","70,0800","70,0950","70,1030","69,9720","0,07%"
"23.06.2020","70,0300","69,9300","70,0470","69,8800","0,16%"
"22.06.2020","69,9200","69,7460","70,0010","69,7320","0,26%"
"19.06.2020","69,7400","69,6815","69,8160","69,6715","0,21%"
"18.06.2020","69,5930","69,6200","69,7500","69,5755","0,09%"
"17.06.2020","69,5310","69,6200","69,7030","69,5345","-0,11%"
"16.06.2020","69,6100","69,3400","69,6560","69,2905","0,55%"
"15.06.2020","69,2310","69,2525","69,3880","69,2505","-0,20%"
"12.06.2020","69,3700","69,3450","69,3900","69,1762","0,09%"
"11.06.2020","69,3100","69,1035","69,3300","69,0222","0,10%"
"10.06.2020","69,2400","69,1300","69,2770","69,0880","0,31%"
"09.06.2020","69,0230","69,0500","69,1800","68,9845","0,14%"
"08.06.2020","68,9290","68,9215","69,1170","68,9125","0,13%"
"05.06.2020","68,8390","68,8350","69,0110","68,7910","0,13%"
"04.06.2020","68,7530","68,7415","68,9090","68,7345","-0,05%"
"03.06.2020","68,7900","68,6800","68,8550","68,6145","0,32%"
"02.06.2020","68,5730","68,5630","68,7270","68,5630","0,02%"
"01.06.2020","68,5600","68,4785","68,6470","68,4345","0,25%"
"29.05.2020","68,3890","68,4100","68,5470","67,9950","0,13%"
"28.05.2020","68,3030","68,3300","68,4563","67,9950","0,13%"
"27.05.2020","68,2130","68,2400","68,3695","67,9950","0,14%"
"26.05.2020","68,1170","68,1095","68,3225","67,9475","-0,08%"
"22.05.2020","68,1700","68,0310","68,1900","67,9374","0,33%"
"21.05.2020","67,9440","67,9300","68,1180","67,8970","0,02%"
"20.05.2020","67,9300","67,9500","68,0095","67,6715","0,04%"
"19.05.2020","67,9000","67,8150","67,9100","67,6715","0,13%"
"18.05.2020","67,8100","67,7700","67,8200","67,7700","0,33%"
"15.05.2020","67,5850","67,5750","67,7400","67,5745","0,01%"
"14.05.2020","67,5800","67,4950","67,6610","67,4525","0,26%"
"13.05.2020","67,4050","67,4300","67,5650","67,3625","0,13%"
"12.05.2020","67,3150","67,3750","67,4765","67,3025","-0,02%"
"11.05.2020","67,3300","67,0350","67,3955","67,0350","0,09%"
"08.05.2020","67,2700","67,0350","67,3030","67,0350","0,16%"
"07.05.2020","67,1600","67,0540","67,2065","66,9930","0,30%"
"06.05.2020","66,9560","66,9450","67,1145","66,9130","0,13%"
"05.05.2020","66,8660","66,8950","67,0265","66,8275","0,12%"
"04.05.2020","66,7850","66,7720","66,9560","66,7720","0,26%"
"01.05.2020","66,6100","66,7720","66,7850","66,0300","-0,24%"
"30.04.2020","66,7700","66,7900","66,8505","66,6850","0,15%"
"29.04.2020","66,6700","66,5725","66,7615","66,5360","0,17%"
"28.04.2020","66,5600","66,4550","66,6415","66,4210","0,17%"
"27.04.2020","66,4500","66,2550","66,5430","66,0300","0,25%"
"24.04.2020","66,2870","66,2615","66,4400","66,0300","0,17%"
"23.04.2020","66,1770","66,1655","66,3365","66,0158","-0,03%"
"22.04.2020","66,2000","66,0470","66,2780","65,9955","0,38%"
"21.04.2020","65,9510","65,9195","66,1087","65,8655","0,05%"
"20.04.2020","65,9200","65,7985","66,0015","65,7985","0,19%"
"17.04.2020","65,7950","65,7150","65,8798","65,6520","0,29%"
"16.04.2020","65,6040","65,5670","65,7568","65,5265","0,18%"
"15.04.2020","65,4830","65,4200","65,6277","65,4200","0,11%"
"14.04.2020","65,4100","65,3145","65,5117","64,4480","0,36%"
"13.04.2020","65,1770","64,4480","65,4082","64,3625","1,00%"
"10.04.2020","64,5300","64,5650","64,5650","64,5400","-0,66%"
"09.04.2020","64,9580","65,1200","65,1245","65,0190","-0,01%"
"08.04.2020","64,9650","64,9920","65,1765","64,9920","0,15%"
"07.04.2020","64,8700","64,9210","65,0855","64,9210","0,12%"
"06.04.2020","64,7900","64,8195","65,0133","64,8195","-0,18%"
"03.04.2020","64,9050","64,4480","64,9303","64,4395","0,30%"
"02.04.2020","64,7100","64,4480","64,7402","64,2805","0,58%"
"01.04.2020","64,3350","64,3500","64,5502","64,2620","0,20%"
"31.03.2020","64,2040","64,3790","64,4525","64,2985","-0,29%"
"30.03.2020","64,3900","64,4095","64,5619","64,2355","0,27%"
"27.03.2020","64,2150","64,1460","64,5338","64,1460","0,28%"
"26.03.2020","64,0340","64,0100","64,2510","63,6630","0,29%"
"25.03.2020","63,8510","63,6805","64,0675","63,6415","0,28%"
"24.03.2020","63,6750","63,6870","63,7700","63,6340","0,15%"
"23.03.2020","63,5780","63,6855","63,7815","63,6340","-0,29%"
"20.03.2020","63,7600","63,4700","63,7865","63,4700","0,64%"
"19.03.2020","63,3540","63,2450","63,5690","63,2400","0,35%"
"18.03.2020","63,1350","63,0935","63,3950","63,0345","0,06%"
"17.03.2020","63,0950","62,9550","63,1840","62,9550","0,25%"
"16.03.2020","62,9400","62,7975","63,0440","62,7975","0,08%"
"13.03.2020","62,8900","62,7600","62,9072","62,6205","0,56%"
"12.03.2020","62,5410","62,7438","62,8317","62,5815","-0,05%"
"11.03.2020","62,5700","62,2445","62,6835","62,2445","0,28%"
"10.03.2020","62,3960","62,4515","62,6365","62,4285","0,09%"
"09.03.2020","62,3370","62,2445","62,6400","62,2445","0,08%"
"06.03.2020","62,2870","62,2445","62,5298","62,2285","0,09%"
"05.03.2020","62,2290","62,3600","62,4297","62,1250","-0,20%"
"04.03.2020","62,3550","62,2305","62,3997","62,1930","0,39%"
"03.03.2020","62,1150","62,1725","62,3208","62,1430","0,09%"
"02.03.2020","62,0610","62,1250","62,2682","62,0990","-0,09%"
"28.02.2020","62,1200","62,0600","62,2298","62,0090","0,10%"
"27.02.2020","62,0550","62,0230","62,3100","61,9840","0,25%"
"26.02.2020","61,8980","61,8050","62,1118","61,7140","0,41%"
"25.02.2020","61,6480","61,7300","61,8580","61,6940","-0,13%"
"24.02.2020","61,7300","61,7755","61,8450","61,6990","0,13%"
"21.02.2020","61,6480","61,7715","61,8915","61,6795","0,08%"
"20.02.2020","61,5990","61,6595","61,8597","61,6595","0,10%"
"19.02.2020","61,5380","61,5835","61,7515","61,5620","0,10%"
"18.02.2020","61,4740","61,5135","61,6898","61,3214","-0,12%"
"17.02.2020","61,5500","61,4595","61,6500","61,4595","0,31%"
"14.02.2020","61,3600","61,2955","61,4647","61,2865","0,09%"
"13.02.2020","61,3050","61,1520","61,4128","61,1520","0,43%"
"12.02.2020","61,0440","61,0600","61,2458","61,0010","0,18%"
"11.02.2020","60,9320","60,4395","61,1512","60,9090","0,24%"
"10.02.2020","60,7890","60,6940","60,9972","60,6940","0,16%"
"07.02.2020","60,6900","60,6115","60,7873","60,5985","0,32%"
"06.02.2020","60,4970","60,5435","60,7025","60,5215","0,16%"
"05.02.2020","60,4030","60,4995","60,6297","60,4750","-0,16%"
"04.02.2020","60,5000","60,4265","60,6068","60,1600","0,38%"
"03.02.2020","60,2710","59,9880","60,5610","59,9880","0,00%"
"31.01.2020","60,2700","60,1650","60,3665","60,1595","0,34%"
"30.01.2020","60,0650","60,1690","60,2775","60,0945","0,03%"
"29.01.2020","60,0450","60,1025","60,2605","59,9290","-0,07%"
"28.01.2020","60,0900","60,0910","60,1975","59,9400","0,18%"
"27.01.2020","59,9840","59,9880","60,1815","59,9700","-0,03%"
"24.01.2020","60,0000","59,9990","60,1400","59,9530","-0,02%"
"23.01.2020","60,0100","60,0185","60,1310","59,9580","0,05%"
"22.01.2020","59,9800","60,1025","60,1905","59,8475","-0,18%"
"21.01.2020","60,0900","60,0050","60,1175","59,9400","0,23%"
"20.01.2020","59,9500","60,0000","60,0750","59,9750","-0,08%"
"17.01.2020","60,0000","59,8950","60,0375","59,8900","0,18%"
"16.01.2020","59,8900","59,8760","60,0500","59,8390","0,20%"
"15.01.2020","59,7700","59,7340","60,0670","59,7340","-0,35%"
"14.01.2020","59,9800","59,7340","60,0915","59,7340","0,08%"
"13.01.2020","59,9300","59,9025","59,9850","59,7400","0,50%"
"10.01.2020","59,6300","59,7350","59,9700","59,6500","-0,17%"
"09.01.2020","59,7300","59,7370","59,9175","59,6905","-0,13%"
"08.01.2020","59,8100","59,7585","59,8825","59,7077","0,31%"
"07.01.2020","59,6280","59,8190","59,9085","59,6840","-0,01%"
"06.01.2020","59,6360","59,7320","59,8600","59,7243","-0,16%"
"03.01.2020","59,7300","59,8190","59,9210","59,6540","-0,12%"
"02.01.2020","59,8000","59,8190","59,9370","59,6632","-0,12%"
"01.01.2020","59,8700","59,8700","59,8700","59,8700","0,02%"
"31.12.2019","59,8600","59,8700","59,8725","59,8700","-0,02%"
"30.12.2019","59,8700","59,9025","59,9750","59,8200","0,10%"
"27.12.2019","59,8100","59,9050","59,9600","59,8150","0,23%"
"26.12.2019","59,6750","59,8190","60,0350","59,6780","-0,03%"
"25.12.2019","59,6900","59,6900","59,6900","59,6900","0,02%"
"24.12.2019","59,6800","59,9365","60,0330","59,6130","-0,21%"
"23.12.2019","59,8050","59,7330","60,0205","59,7253","0,29%"
"20.12.2019","59,6330","59,8450","59,9225","59,6810","-0,17%"
"19.12.2019","59,7350","59,7595","59,9700","59,6845","0,18%"
"18.12.2019","59,6290","59,7505","59,9550","59,7220","-0,01%"
"17.12.2019","59,6320","59,7315","59,9550","59,6855","-0,16%"
"16.12.2019","59,7300","59,7705","59,9160","59,6750","0,16%"
"13.12.2019","59,6350","59,7445","59,9700","59,6905","0,01%"
"12.12.2019","59,6320","59,7400","59,8850","59,6555","0,00%"
"11.12.2019","59,6320","59,7450","59,9000","59,6910","-0,17%"
"10.12.2019","59,7350","60,2150","60,2425","59,5985","-0,29%"
"09.12.2019","59,9100","59,5985","60,0085","59,5985","0,24%"
"06.12.2019","59,7640","59,8960","59,9895","59,8470","-0,33%"
"05.12.2019","59,9600","59,8300","59,9860","59,7640","0,44%"
"04.12.2019","59,6980","59,8365","59,9550","59,7740","-0,05%"
"03.12.2019","59,7300","59,8400","59,9700","59,5985","-0,08%"
"02.12.2019","59,7800","59,8410","59,9970","59,7900","-0,22%"
"29.11.2019","59,9100","59,7500","59,9650","59,7150","0,23%"
"28.11.2019","59,7700","59,7750","59,7750","59,7750","-0,22%"
"27.11.2019","59,9000","59,8950","59,9450","59,5390","0,13%"
"26.11.2019","59,8250","59,6460","59,9350","59,5390","0,50%"
"25.11.2019","59,5260","59,7190","59,8250","59,5680","-0,42%"
"22.11.2019","59,7800","59,5985","59,8925","59,5390","-0,02%"
"21.11.2019","59,7900","59,5985","59,9125","59,5390","0,42%"
"20.11.2019","59,5390","59,5985","59,7810","59,5390","0,05%"
"19.11.2019","59,5080","59,4290","59,7850","59,4290","0,36%"
"18.11.2019","59,2960","59,5985","59,6760","59,3930","-0,32%"
"15.11.2019","59,4880","59,5925","59,8000","59,5250","-0,19%"
"14.11.2019","59,6000","59,6750","59,8350","59,5390","0,11%"
"13.11.2019","59,5360","59,5620","59,8500","59,5300","0,04%"
"12.11.2019","59,5130","59,5620","59,8550","59,4700","0,02%"
"11.11.2019","59,5000","59,5500","59,6820","59,4630","0,01%"
"08.11.2019","59,4950","59,6750","59,7300","59,4200","-0,16%"
"07.11.2019","59,5900","59,6600","59,8000","59,5040","-0,11%"
"06.11.2019","59,6550","59,6600","59,6650","59,6575","0,00%"
"05.11.2019","59,6550","59,7250","59,7600","59,4730","0,03%"
"04.11.2019","59,6400","59,6515","59,8700","59,5240","0,20%"
"01.11.2019","59,5190","59,5685","59,8665","59,4795","-0,07%"
"31.10.2019","59,5600","59,6400","59,8810","59,4780","0,08%"
"30.10.2019","59,5150","59,2645","59,8100","59,2110","0,42%"
"29.10.2019","59,2670","59,4240","59,7485","59,1550","0,03%"
"28.10.2019","59,2470","59,9070","60,0000","58,3800","-1,12%"
"25.10.2019","59,9200","59,5205","60,0855","59,4085","0,96%"
"24.10.2019","59,3510","58,9150","59,6710","58,8605","0,94%"
"23.10.2019","58,8010","58,5880","59,0135","58,5760","0,27%"
"22.10.2019","58,6400","58,4150","58,6915","58,4095","0,57%"
"21.10.2019","58,3100","58,2845","58,7250","58,2240","0,24%"
"18.10.2019","58,1680","58,2355","58,4800","58,1935","-0,11%"
"17.10.2019","58,2300","58,6500","58,6575","58,1715","-0,19%"
"16.10.2019","58,3400","58,2800","58,8100","57,7500","0,12%"
"15.10.2019","58,2700","57,9585","58,5210","57,7500","0,40%"
"14.10.2019","58,0350","58,0350","58,0350","58,0350","0,03%"
"11.10.2019","58,0200","57,9550","58,1300","57,8680","0,39%"
"10.10.2019","57,7960","57,7525","58,0650","57,7525","-0,32%"
"09.10.2019","57,9800","57,9100","58,7010","57,6500","0,23%"
"08.10.2019","57,8450","57,7400","57,9395","57,6145","0,06%"
"07.10.2019","57,8100","57,5825","57,9545","57,5625","0,47%"
"04.10.2019","57,5380","57,6869","57,8850","57,5700","-0,21%"
"03.10.2019","57,6600","57,7861","62,4166","57,5735","-0,28%"
"02.10.2019","57,8200","57,8000","57,9495","57,7250","0,31%"
"01.10.2019","57,6400","57,5850","57,7400","57,5850","0,09%"
"30.09.2019","57,5900","57,4800","57,5950","57,4800","0,47%"
"27.09.2019","57,3200","57,1800","57,3475","57,1700","0,50%"
"26.09.2019","57,0330","57,1025","57,2535","56,0405","0,27%"
"25.09.2019","56,8810","56,9350","57,0895","56,7900","0,04%"
"24.09.2019","56,8600","56,9300","56,9705","56,7995","-0,11%"
"23.09.2019","56,9200","56,7700","56,9455","56,7300","0,46%"
"20.09.2019","56,6600","56,5005","56,6710","56,4995","0,46%"
"19.09.2019","56,3990","56,4545","56,6510","56,4415","0,10%"
"18.09.2019","56,3430","56,4950","56,5430","56,3950","-0,25%"
"17.09.2019","56,4850","56,2500","56,5150","56,0405","0,40%"
"16.09.2019","56,2600","56,0415","56,3105","55,8800","0,60%"
"13.09.2019","55,9220","56,0500","56,2145","55,9585","-0,28%"
"12.09.2019","56,0800","56,1000","56,2800","56,0255","-0,16%"
"11.09.2019","56,1700","55,9735","56,1750","55,5000","0,59%"
"10.09.2019","55,8420","56,0150","56,1305","55,8600","-0,28%"
"09.09.2019","56,0000","55,5740","56,0955","54,4050","0,36%"
"06.09.2019","55,8000","55,7500","56,0400","55,6150","-0,36%"
"05.09.2019","56,0000","55,9315","56,0950","55,0000","0,13%"
"04.09.2019","55,9270","55,9375","56,0933","55,0000","-0,01%"
"03.09.2019","55,9300","55,5000","56,1077","53,7523","-3,98%"
"02.09.2019","58,2500","59,5000","60,5000","56,2523","-2,09%"
"30.08.2019","59,4955","58,0000","59,5277","57,6138","2,81%"
"29.08.2019","57,8700","60,0000","61,1343","57,1372","-0,12%"
"28.08.2019","57,9400","56,2775","59,4627","56,0000","2,96%"
"27.08.2019","56,2730","55,3050","56,4753","54,4873","1,77%"
"26.08.2019","55,2955","55,1700","55,4277","54,9738","0,26%"
"23.08.2019","55,1500","55,1075","55,6247","54,3047","0,13%"
"22.08.2019","55,0800","55,5740","55,5740","54,2373","0,20%"
"21.08.2019","54,9700","54,8395","55,1377","52,8122","0,48%"
"20.08.2019","54,7100","54,8395","55,7752","54,1123","-0,22%"
"19.08.2019","54,8325","54,8385","57,9325","54,6372","-0,00%"
"16.08.2019","54,8340","57,2500","58,1937","53,9372","-3,97%"
"15.08.2019","57,1000","60,2600","60,3660","53,0023","-5,21%"
"14.08.2019","60,2380","55,5740","60,6190","55,3705","8,40%"
"13.08.2019","55,5695","52,9300","60,3877","51,8861","4,85%"
"12.08.2019","53,0000","45,2450","63,5127","45,1650","17,14%"
"09.08.2019","45,2455","45,2015","45,4813","45,1215","0,17%"
"08.08.2019","45,1670","45,5100","45,5537","45,1215","-0,73%"
"07.08.2019","45,5000","45,2570","45,7827","45,2043","0,52%"
"06.08.2019","45,2660","45,3940","45,4712","45,1147","-0,29%"
"05.08.2019","45,3980","44,5895","45,5353","44,3650","1,82%"
"02.08.2019","44,5850","44,2960","44,7827","44,2433","0,66%"
"01.08.2019","44,2915","43,8185","44,3923","43,8185","1,09%"
